reservoir_table_path;bucket_table_path;replica_schema;replica_table;livesync_schema;livesync_table
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_187/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_187;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_190/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_190;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_191/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_191;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_389/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_389;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_405/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_405;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_800/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_800;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_806/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_806;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_811/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_811;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_815/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_815;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_821/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_821;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_830/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_830;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_47_859/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_47_859;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10000/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10000;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10012/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10012;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10021/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10021;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10027/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10027;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10036/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10036;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10060/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10060;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10068/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10068;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10072/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10072;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_10085/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_10085;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_17/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_17;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_185/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_185;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_186/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_186;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_187/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_187;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_190/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_190;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_191/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_191;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_389/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_389;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_405/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_405;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_800/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_800;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_806/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_806;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_811/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_811;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_815/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_815;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_821/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_821;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_830/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_830;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_853/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_853;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_859/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_859;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_881/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_881;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_51_938/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_51_938;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10000/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10000;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10012/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10012;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10021/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10021;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10027/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10027;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10036/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10036;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10060/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10060;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10068/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10068;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10072/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10072;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_10085/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_10085;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_17/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_17;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_185/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_185;livesync;latam_dbolx_1_olx_items_othercategories
